name,line,season no.,episode no.,episode name
Rick,T-t-t-this is just sloppy craftsmanship.,1,4,M. Night Shaym-Aliens!
Morty,"Hey, Rick. Boy, sure is really especially beautiful out there today, huh?",1,4,M. Night Shaym-Aliens!
Rick,"Oh, yes, Morty. It's almost unbelievable, isn't it?",1,4,M. Night Shaym-Aliens!
Morty,"Yeah, you know? There's something about the air. And just the way the sunshine is.",1,4,M. Night Shaym-Aliens!
Rick,"Oh, sure, buddy. Yeah. Sure. B-brilliant. Very convincing.",1,4,M. Night Shaym-Aliens!
Morty,Wh… convincing?,1,4,M. Night Shaym-Aliens!
Rick,"Oh! Responsive, too! In real time! I love it!",1,4,M. Night Shaym-Aliens!
Morty,Uhhokay.,1,4,M. Night Shaym-Aliens!
Beth,"*robotic* I’m going to work. Morty, good morning. Dad, good morning. I am going to work. Goodbye. ",1,4,M. Night Shaym-Aliens!
Morty,What's with Mom?,1,4,M. Night Shaym-Aliens!
Rick,"Oh, what's with Mom? So, you're saying that she's acting weird? How soph—*burp*—isticated. Careful, guys. You're gonna burn out the CPU with this one.",1,4,M. Night Shaym-Aliens!
Morty,"Okay, you know what, Rick? You're acting weird, too.",1,4,M. Night Shaym-Aliens!
Rick,"Whatever, quote-unquote “Morty.”",1,4,M. Night Shaym-Aliens!
Morty,"Alright, well I'll see you after school.  Ow! Oof! Ugh! Damn it! I'm all right. I'm okay.",1,4,M. Night Shaym-Aliens!
Mr. Goldenfold,"Alright, who can tell me what 5 x 9 is?  Morty?",1,4,M. Night Shaym-Aliens!
Morty,"Uh, me?",1,4,M. Night Shaym-Aliens!
Mr. Goldenfold,What is 5 x 9?,1,4,M. Night Shaym-Aliens!
Morty,"Um, you know, it's, uh, at least 40.",1,4,M. Night Shaym-Aliens!
Mr. Goldenfold,"Morty, that's exactly correct! 5 x 9 is at least 40! Come up here.",1,4,M. Night Shaym-Aliens!
Jessica,"Whoo! Way to go, Morty!",1,4,M. Night Shaym-Aliens!
Mr. Goldenfold,"Everybody, this is the best student. I want you to be the teacher today. *sits down at a desk* Teach us, Morty!",1,4,M. Night Shaym-Aliens!
Rick,*spying from outside* Interesting…,1,4,M. Night Shaym-Aliens!
Morty,W-w-w-what do you want me to teach you?,1,4,M. Night Shaym-Aliens!
Student,"Ooh, ooh! How do you make concentrated dark matter?",1,4,M. Night Shaym-Aliens!
Mr. Goldenfold,"Oh, that's a good question.",1,4,M. Night Shaym-Aliens!
Morty,Concentrated huh?,1,4,M. Night Shaym-Aliens!
Mr. Goldenfold,"Concentrated dark matter. The fuel for accelerated space travel. Now, do you know how to make it?",1,4,M. Night Shaym-Aliens!
