name,line,season no.,episode no.,episode name
Alien woman,It’s the crowmad!,5,10,Rickmurai Jack
Owl 1,Give it a second. Maybe he’s taking it out to surrender.,5,10,Rickmurai Jack
Short alien man,"He’s anti-heroic, run!",5,10,Rickmurai Jack
Owl 2,I don’t understand.,5,10,Rickmurai Jack
Owl 3,He’s only one man!,5,10,Rickmurai Jack
Rick,With the power of a thousand crows!,5,10,Rickmurai Jack
Owl 3,Good luck.,5,10,Rickmurai Jack
Owl 2,"Crows and owls have always been at war, but why do you care? What’s the point?",5,10,Rickmurai Jack
Rick,Here’s two.,5,10,Rickmurai Jack
Morty,"Haha, yeah, cool.",5,10,Rickmurai Jack
Rick,Morty?,5,10,Rickmurai Jack
Morty,"H-hey man. G-good to see you. Y-you’re like, looking like, into crows. Still.",5,10,Rickmurai Jack
Rick,"Oh, uh, two crows, you remember Morty. Morty, two crows. It’s good to see you, but give me more of a heads-up.",5,10,Rickmurai Jack
Morty,"Oh well I-I was just in the neighborhood, i-it wasn’t like—",5,10,Rickmurai Jack
Rick,It’s just that the battle for crows is kinda never-ending.,5,10,Rickmurai Jack
Morty,"Huh. Right. A little pointless then, right? That… came out wrong. S-sounded judgey.",5,10,Rickmurai Jack
Crow-horse,Crow-horse. Crow-horse. Crow-horse.,5,10,Rickmurai Jack
Two crows,"Caw, caw, caw.",5,10,Rickmurai Jack
Morty,Okay. It looks like— it looks like they’re leading you to a thing.,5,10,Rickmurai Jack
Rick,"Take care, Morty.",5,10,Rickmurai Jack
Morty,"You-you too. U-uh I’m doing good, by the way. Oh, my dad was gonna eat that yogurt you left in the fridge, but I-I told him—",5,10,Rickmurai Jack
Rick,"Ahem. I’m lookin’ for Crowscare. The scarecrow. The evil scarecrow. Come on, whoever gives him up first lives.",5,10,Rickmurai Jack
Rick,"Fine, I can kill an extra asshole. Helps me get my steps in.",5,10,Rickmurai Jack
Morty,Rick!,5,10,Rickmurai Jack
Rick,Morty?,5,10,Rickmurai Jack
Pussifer,Wood?!,5,10,Rickmurai Jack
Pussifer,Gahhh!,5,10,Rickmurai Jack
Rick,"Uh, Morty. Why are you now like forty?",5,10,Rickmurai Jack
Morty,"Th-that’s how long it’s been, Rick.",5,10,Rickmurai Jack
Rick,"Oh. Um, I guess we can have a drink together then.",5,10,Rickmurai Jack
Morty,Do you have a rum and coke?,5,10,Rickmurai Jack
Waiter,"What are you, twenty?",5,10,Rickmurai Jack
Morty,Oh-ho-ho. Bless your heart.,5,10,Rickmurai Jack
Rick,"Time be going by, don’t she?",5,10,Rickmurai Jack
Morty,That’s your reaction to finding out you wasted your entire life?,5,10,Rickmurai Jack
Rick,I feel okay.,5,10,Rickmurai Jack
Morty,"Well-well, what about me?",5,10,Rickmurai Jack
Rick,"Woah. Excuse us boys, you don’t wanna be here for this.",5,10,Rickmurai Jack
Two crows,Caw.,5,10,Rickmurai Jack
Morty,"I thought if I gave you enough space, you’d outgrow this phase.",5,10,Rickmurai Jack
Waiter,"Here’s your drink, poser.",5,10,Rickmurai Jack
Morty,"Dad got sick, you know. Stage four. Heh, you woulda loved it. Summer’s a nurse. Well, pretty much a nurse. Sh-she married a junkie. Rick, come home. While we still got a little time.",5,10,Rickmurai Jack
Rick,"Morty, what we had wasn’t healthy.",5,10,Rickmurai Jack
Morty,And this is? Y-y-you had a thousand adventures with these crows. When are you gonna kill their Big Bad?,5,10,Rickmurai Jack
Rick,"First off, the will-they kill-they is everything to my guys. And second, fuck you for trying to undermine my happiness.",5,10,Rickmurai Jack
Morty,This may be the last time you lay eyes on me!,5,10,Rickmurai Jack
Rick,"I hope that’s not true, Morty. Because you look like sh-urrp-shit, and this is not how I wanna remember you.",5,10,Rickmurai Jack
Crowscare,"Now that I have his two crows, nothing will stop me from eliminating Crow Rick!",5,10,Rickmurai Jack
Two crows,"Caw, caw, caw.",5,10,Rickmurai Jack
Crowscare,"Don’t defend him to me, I don’t even get what you see in him.",5,10,Rickmurai Jack
Two crows,"Caw, caw.",5,10,Rickmurai Jack
Crowscare,"You’re right, we should be enjoying the time we have together.",5,10,Rickmurai Jack
