Sentence_id,Season,Episode,Episode_num,Episode_id,Character,Line
2304,2305,2,A_Rickle_in_Time,1,12,Scene Action:,[Trans. Outside the house in Schrodinger cat space]
2305,2306,2,A_Rickle_in_Time,1,12,All Ricks:,"Oh God, my head. What did you guys do? "
2306,2307,2,A_Rickle_in_Time,1,12,All Mortys:,"We put you in a dog crate because you were acting crazy, and you caused another time fracture.  "
2307,2308,2,A_Rickle_in_Time,1,12,All Summers:,"You tried to kill yourself! "
2308,2309,2,A_Rickle_in_Time,1,12,All Ricks:,"Only in self defense, myself tried to kill me first! Guys, I don't expect you to understand this, but time breaking twice means our problem is two times bigger and we've got half as much time to solve it. Well actually, I do expect you to understand that, it's basic math. C-could someone just let me out of here? If I die in a cage I lose a bet.  "
2309,2310,2,A_Rickle_in_Time,1,12,All Summers:,"Well is there some way you can prove you're not a threat to yourself and others anymore? "
2310,2311,2,A_Rickle_in_Time,1,12,All Ricks:,"Ah, for God's sake, alright here, give me the time crystal. "
2311,2312,2,A_Rickle_in_Time,1,12,All Mortys:,"W-what're you doing? "
2312,2313,2,A_Rickle_in_Time,1,12,All Ricks:,"Calling myself. Here, listen, buurp it'll probably go to voice mail since, you know, I'm calling myself. "
2313,2314,2,A_Rickle_in_Time,1,12,All Rick phones:,"Hello, Rick here. "
2314,2315,2,A_Rickle_in_Time,1,12,All Ricks:,"Don't fall for it, it's a bit. "
2315,2316,2,A_Rickle_in_Time,1,12,All Rick phones:,"Just kidding, haha! You just got Ricked. You've reached Rick's voicemail, you know what to do  . "
2316,2317,2,A_Rickle_in_Time,1,12,All Ricks:,"Hey Rick, it's Rick. Listen, I'm sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I'm blown up. Three new voicemails.   You get the idea buurp we're cool now. "
2317,2318,2,A_Rickle_in_Time,1,12,All Summers:,"Okay, well we're still not gonna let you out of this crate. "
2318,2319,2,A_Rickle_in_Time,1,12,All Ricks:,"Fine I'll just do it myself. "
2319,2320,2,A_Rickle_in_Time,1,12,All Mortys:,"If you could get out that whole time why didn't you? "
2320,2321,2,A_Rickle_in_Time,1,12,All Ricks:,"Because I waited until I was certain it was what I wanted to do, Morty. That's the difference between you and me. I'm certain, and you're a walking burlap sack filled with turds. "
2321,2322,2,A_Rickle_in_Time,1,12,All Mortys:,"You know, geez Rick, y—y—you're really tearing into me right now. You know, words hurt. "
2322,2323,2,A_Rickle_in_Time,1,12,Scene Action:,"(Testicle Monster A floats into view in a bubble.) "
2323,2324,2,A_Rickle_in_Time,1,12,Morty 1:,"Oh, my God! "
2324,2325,2,A_Rickle_in_Time,1,12,Morty 2:,"It's a monster! "
2325,2326,2,A_Rickle_in_Time,1,12,Morty 3:,"Oh, my God! It's a monster! "
2326,2327,2,A_Rickle_in_Time,1,12,Summer 1:,"It's a monster! "
2327,2328,2,A_Rickle_in_Time,1,12,Summer 4:,"It's a monster! "
2328,2329,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Ey, ye ey, quit yellin' quit yellin'. "
2329,2330,2,A_Rickle_in_Time,1,12,Summer 1:,"  "
2330,2331,2,A_Rickle_in_Time,1,12,Summer 4:,"Oh, my God... "
2331,2332,2,A_Rickle_in_Time,1,12,"Morty 2, 3 and 4:","  "
2332,2333,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"What the fuck?! Your time is all ripped up to hell! You broke your time, twice! "
2333,2334,2,A_Rickle_in_Time,1,12,All Ricks:,"  "
2334,2335,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"How did this happen? "
2335,2336,2,A_Rickle_in_Time,1,12,Summers 2 & 3:,"Yeah, but we don't even know, the first time... "
2336,2337,2,A_Rickle_in_Time,1,12,Morty 1 & 4:,"Who's that Brother Newman time elf? "
2337,2338,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Shut the fuck up! Oh, damn, I'm from the 4th dimension. I can hear all o' y'all. Now let's just see what we got here for a second. "
2338,2339,2,A_Rickle_in_Time,1,12,All Ricks:,"  "
2339,2340,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Ay, damn it, were you tryin' to use this to- oh, see, you broke time, and you thought you could just stick it back together with this? How you think you gonna move time while you're standin in it you dumn ass three-dimensional monkey ass dummies? "
2340,2341,2,A_Rickle_in_Time,1,12,All Mortys:,"Oh way to go, Rick. "
2341,2342,2,A_Rickle_in_Time,1,12,All Summers:,"Yeah Grampa, way to go. "
2342,2343,2,A_Rickle_in_Time,1,12,All Ricks:,"Oh, what you're just gonna listen to this guy now? He's got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land. "
2343,2344,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Shut up. Here, put these on. They'll sync your possibilities up so I can bring you back to certain time. Y'all just-just negligent, now ay, ay, ay, the three of you, put your collars on! "
2344,2345,2,A_Rickle_in_Time,1,12,"Summer 1, 2 and 3:","What are you talking about? "
2345,2346,2,A_Rickle_in_Time,1,12,"Morty 1, 2 and 3:","We have them on. "
2346,2347,2,A_Rickle_in_Time,1,12,"Rick 1, 2 and 3:","Uh, we did... "
2347,2348,2,A_Rickle_in_Time,1,12,Rick 4:,"We're not wearing collars. "
2348,2349,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Exactly, because you're being obstinate. "
2349,2350,2,A_Rickle_in_Time,1,12,"Rick 1, 2 and 3:","buurp What? "
2350,2351,2,A_Rickle_in_Time,1,12,"Morty 1, 2 and 3:","We did! "
2351,2352,2,A_Rickle_in_Time,1,12,"Summer 1, 2 and 3:","They're on right now. "
2352,2353,2,A_Rickle_in_Time,1,12,Rick 4:,"Alright, fine. Summer, Morty, put 'em on. "
2353,2354,2,A_Rickle_in_Time,1,12,Scene Action:,"(Alternate timelines merge into one) "
2354,2355,2,A_Rickle_in_Time,1,12,Rick:,"Yes, we're back, problem solved. "
2355,2356,2,A_Rickle_in_Time,1,12,Summer:,"Yes, we're back to our own time. "
2356,2357,2,A_Rickle_in_Time,1,12,Morty:,"Yes no more cats, no more cats, oh you did it, you fixed it. "
2357,2358,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Yeah, now keep those collars on so you don't break your weak ass time again. "
2358,2359,2,A_Rickle_in_Time,1,12,Rick:,"How long exactly do we have to wear these things? They're really embarrassing. "
2359,2360,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Well since you're goin' to time prison, I'd say you can keep em on forever. "
2360,2361,2,A_Rickle_in_Time,1,12,Summer:,"Time prison? "
2361,2362,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Yeah, well I don't know where you expect me to think you got that crystal over there, but the only way you dumb ass, assin' ass asses could ever have one, is if it was stolen. "
2362,2363,2,A_Rickle_in_Time,1,12,Summer:,"You stole a time freezing crystal from testical monsters? "
2363,2364,2,A_Rickle_in_Time,1,12,Rick:,"I would have been happy to pay for it, Summer, but they don't exactly sell them at Costco. Besides, there's a larger lesson to be learned here. Get him! "
2364,2365,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Ututututut! You'd better keep back! Man this will turn your ass into a third trimester fetus from 30 yards. "
2365,2366,2,A_Rickle_in_Time,1,12,Scene Action:,[Trans. Inside animal hospital operating room.]
2366,2367,2,A_Rickle_in_Time,1,12,Vet:,"Hmm... "
2367,2368,2,A_Rickle_in_Time,1,12,Beth:,"Isn't there a kitten somewhere that needs a manicure? "
2368,2369,2,A_Rickle_in_Time,1,12,Lawyer:,"That's right Mrs. Smith,   give in to your anger. Neglect that deer. "
2369,2370,2,A_Rickle_in_Time,1,12,Jerry:,"Honey, it's gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the country's top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends. "
2370,2371,2,A_Rickle_in_Time,1,12,Vet:,"I guess that's the end of that. "
2371,2372,2,A_Rickle_in_Time,1,12,Lawyer:,"There is just one more thing. According to this state's veterinarian statute, this animal can't be transferred until the current attending physician verbally confirms their inability to provide adequate care. You heard the man horse doctor, you have to say you couldn't hack it. "
2372,2373,2,A_Rickle_in_Time,1,12,Jerry:,"We did it... "
2373,2374,2,A_Rickle_in_Time,1,12,Scene Action:,[Trans. Inside Rick's garage.]
2374,2375,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"  You know what they do with 3rd dimensional life forms in time prison? Same thing they do in every other prison, only forever. "
2375,2376,2,A_Rickle_in_Time,1,12,Morty:,"Why are you doing this? "
2376,2377,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"You think I wanna be an omniscient immortal being transcending time and space my whole life? I got ambitions man, bringin' you guys in is my ticket up. "
2377,2378,2,A_Rickle_in_Time,1,12,Rick:,"What if I told you there's a huge ticket up right behind you? "
2378,2379,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"You really think I'm that stupid? "
2379,2380,2,A_Rickle_in_Time,1,12,Rick:,"Alright, hear me out on this. You're immortal, right, which means your life is infinite. Well in that case there's 100% chance that you'll eventually do everything, including turning around to look behind you. "
2380,2381,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"I cannot argue that. "
2381,2382,2,A_Rickle_in_Time,1,12,Scene Action:,(Rick hits the creature with a wrench and grabs the organic gun he was holding)
2382,2383,2,A_Rickle_in_Time,1,12,Rick:,"Ah, God, gross and weird! "
2383,2384,2,A_Rickle_in_Time,1,12,Scene Action:,"(Rick drops the gun and it crawls toward the street) "
2384,2385,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Chris! "
2385,2386,2,A_Rickle_in_Time,1,12,Scene Action:,"(The gun/Chris runs into the road and is run over by a car) "
2386,2387,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"You killed my gun! "
2387,2388,2,A_Rickle_in_Time,1,12,Rick:,"Summer, Morty, take off your collars! "
2388,2389,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"What? What the hell are you doing? "
2389,2390,2,A_Rickle_in_Time,1,12,Rick:,"Good question. I suppose the answer is: I'm not certain! "
2390,2391,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Oh, no, what are you doin'? "
2391,2392,2,A_Rickle_in_Time,1,12,Scene Action:,(Time splits into 2 timelines)
2392,2393,2,A_Rickle_in_Time,1,12,Rick 1:,"I have no idea! "
2393,2394,2,A_Rickle_in_Time,1,12,Rick 2:,"I'm not sure. "
2394,2395,2,A_Rickle_in_Time,1,12,Scene Action:,"(Time splits into 4 timelines) "
2395,2396,2,A_Rickle_in_Time,1,12,All Ricks :,"Maybe I will, maybe I won't. "
2396,2397,2,A_Rickle_in_Time,1,12,Scene Action:,"(Time Splits into 8 timelines) "
2397,2398,2,A_Rickle_in_Time,1,12,All Ricks :,"I'm really uncertain about everything, even kicking your ass! "
2398,2399,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Lis- ay, to, AH. But these arms are vestigial. Now you poked me where an eye would have been about six million years ago.  "
2399,2400,2,A_Rickle_in_Time,1,12,All Summers :,"Come on, let's help Grampa. "
2400,2401,2,A_Rickle_in_Time,1,12,All Mortys :,"Yeah. I'm like a hundred percent not sure about anything. "
2401,2402,2,A_Rickle_in_Time,1,12,Scene Action:,"(Time splits twice, now 32 Timelines) "
2402,2403,2,A_Rickle_in_Time,1,12,"Summers 1, 2, 3, 8, 9, 10, 12, 17, 18, 20, 25, 28, 29, 31:","Beat his ass! "
2403,2404,2,A_Rickle_in_Time,1,12,"Summers 1, 3, 4, 5, 7, 8, 10, 11, 14, 16, 18, 19, 23, 25, 27, 28:","Get him! "
2404,2405,2,A_Rickle_in_Time,1,12,"Summers 2, 6, 9, 12, 13, 15, 17, 20, 21, 22, 24, 26, 29, 30, 31, 32:","Beat him up! "
2405,2406,2,A_Rickle_in_Time,1,12,Scene Action:,(Zooms into only show one timeline: Timeline 23)
2406,2407,2,A_Rickle_in_Time,1,12,Morty 23:,"Kick his ass, Rick! "
2407,2408,2,A_Rickle_in_Time,1,12,Rick 23:,"Die, motherfucker! "
2408,2409,2,A_Rickle_in_Time,1,12,Scene Action:,"(Rick 23 hits Testicle Monster A one last time, he falls back and his head explodes.) "
2409,2410,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Ow, I'm defeated... "
2410,2411,2,A_Rickle_in_Time,1,12,Summer 23:,"What's happening?  "
2411,2412,2,A_Rickle_in_Time,1,12,Rick 23:,"Time is falling apart, we've got to get back to certainty, quick! Give me your collars! "
2412,2413,2,A_Rickle_in_Time,1,12,Morty 23:,"Oh man, don't you have to fix, like, thirty of them?  "
2413,2414,2,A_Rickle_in_Time,1,12,Rick 23:,"Morty, I have to fix three of them, and then there's thirty-one other versions of me that have to also fix three for a total of 96. I'm not an idiot. I know how to be decisive, now hand me that  . "
2414,2415,2,A_Rickle_in_Time,1,12,Scene Action:,"(Time splits into 64 timelines) "
2415,2416,2,A_Rickle_in_Time,1,12,All Ricks :,"Oh, shit. "
2416,2417,2,A_Rickle_in_Time,1,12,Scene Action:,"[Trans. Inside Jerry's car]  "
2417,2418,2,A_Rickle_in_Time,1,12,Jerry:,"Look, I know I was kind of a nuisance today. I know it's my fault we hit the deer, and I know you wanted to be the one to save it.  "
2418,2419,2,A_Rickle_in_Time,1,12,Beth:,"Whatever. How petty would I have to be to care less about an animal's life than my own ego? "
2419,2420,2,A_Rickle_in_Time,1,12,Jerry:,"Hmm... you'd have to be pretty petty. But you'd still be the woman I married. "
2420,2421,2,A_Rickle_in_Time,1,12,Beth:,"Where are we going? "
2421,2422,2,A_Rickle_in_Time,1,12,Jerry:,"One last stop. "
2422,2423,2,A_Rickle_in_Time,1,12,Beth:,"Where's the helicopter? "
2423,2424,2,A_Rickle_in_Time,1,12,Jerry:,"There is no helicopter and there is no Cervine Institute. "
2424,2425,2,A_Rickle_in_Time,1,12,Beth:,"But the top deer surgeon... "
2425,2426,2,A_Rickle_in_Time,1,12,Jerry:,"I'm looking at her. Thanks for F.D.'ing me up like that. "
2426,2427,2,A_Rickle_in_Time,1,12,Cold Stone Employee:,"You'd better get moving, these lights are designed for basic ice cream work, they're not gonna last all night. "
2427,2428,2,A_Rickle_in_Time,1,12,Beth:,"I need five minutes. "
2428,2429,2,A_Rickle_in_Time,1,12,Scene Action:,"(Short slow-panning montage of surgery) "
2429,2430,2,A_Rickle_in_Time,1,12,Beth:,"Jerry, this was the most romantic weekend I've ever had. "
2430,2431,2,A_Rickle_in_Time,1,12,Jerry:,"Thanks to Cold Stone Creamery. "
2431,2432,2,A_Rickle_in_Time,1,12,Cold Stone Employee:,"You're welcome. "
2432,2433,2,A_Rickle_in_Time,1,12,Scene Action:,[Trans. Inside Rick's garage.]
2433,2434,2,A_Rickle_in_Time,1,12,Scene Action:,(Zoom into Timeline 30)
2434,2435,2,A_Rickle_in_Time,1,12, All Ricks:,"Okay, we're out of time. It's ironic, huh? "
2435,2436,2,A_Rickle_in_Time,1,12,Morty 30:,"Rick! "
2436,2437,2,A_Rickle_in_Time,1,12,Rick 30:,"What's goin' on? "
2437,2438,2,A_Rickle_in_Time,1,12,Morty 30:,"The collar, oh, the latch is broken! It won't latch closed around my neck! "
2438,2439,2,A_Rickle_in_Time,1,12,Scene Action:,"(Zoom pan to Timeline 28) "
2439,2440,2,A_Rickle_in_Time,1,12, All Mortys Except Morty 30:,"What's wrong, how come our collars aren't green? "
2440,2441,2,A_Rickle_in_Time,1,12, All Ricks Except Rick 30:,"Obviously because someone doesn't know how to put his collar on and one of me is stuck trying to help him. "
2441,2442,2,A_Rickle_in_Time,1,12, All Mortys Except Morty 30:,"Don't blame this on me, you're the one that couldn't fix a latch! "
2442,2443,2,A_Rickle_in_Time,1,12,Scene Action:,"(Zoom pan to Timeline 30) "
2443,2444,2,A_Rickle_in_Time,1,12,Rick 30:,"What are you talking about, it's not broken, Morty, I fixed it, just put it on! "
2444,2445,2,A_Rickle_in_Time,1,12,Morty 30:,"It won't close, it's broken! "
2445,2446,2,A_Rickle_in_Time,1,12,Rick 30:,"Fine, bring it here. "
2446,2447,2,A_Rickle_in_Time,1,12,Morty 30:,"Ooh, ooh, Rick! "
2447,2448,2,A_Rickle_in_Time,1,12,Scene Action:,"(Zoom pan to Timeline 15) "
2448,2449,2,A_Rickle_in_Time,1,12, All Ricks Except Rick 30:,"Oh, really, Morty? Well I'm sorry, I'm not the one that's so fucking uncertain about everything! "
2449,2450,2,A_Rickle_in_Time,1,12, All Mortys Except Morty 30:,"You know what I'm certain of, Rick? I've really made up my mind about this, I never wanna see you again! "
2450,2451,2,A_Rickle_in_Time,1,12, All Ricks Except Rick 30:,"You're never gonna see anything again you little dummy! You killed us! "
2451,2452,2,A_Rickle_in_Time,1,12,Scene Action:,"(Zoom pan to Timeline 30) "
2452,2453,2,A_Rickle_in_Time,1,12,Rick 30:,"Goddammit! "
2453,2454,2,A_Rickle_in_Time,1,12,Morty 30:,"Ooh "
2454,2455,2,A_Rickle_in_Time,1,12,Rick 30:,"Morty where's your collar I'll fix it "
2455,2456,2,A_Rickle_in_Time,1,12,Morty 30:,"I dropped it "
2456,2457,2,A_Rickle_in_Time,1,12, All Ricks Except Rick 30:,"What the hell? What have you done to me, Morty? "
2457,2458,2,A_Rickle_in_Time,1,12,Rick 30:,"I'm okay with this. Be good Morty. Be better than me. Holy shit, the other collar! I'm not okay with this! I am not okay with this! Oh, sweet Jesus please let me live. Oh, my God I—I've gotta fix this thing, please God in Heaven, please, God, oh Lord, hear my prayers. Yes! Fuck you God! Not today, bitch. "
2458,2459,2,A_Rickle_in_Time,1,12, All Ricks Except Rick 30:,"Please, God, if there's a Hell, please be merciful to me. "
2459,2460,2,A_Rickle_in_Time,1,12,Rick 30:,"Yes I did it! There is no God! In your face. One dot, motherfuckers! "
2460,2461,2,A_Rickle_in_Time,1,12,Morty:,"Yes, oh, yes, yes! "
2461,2462,2,A_Rickle_in_Time,1,12,Summer:,"Woohoo! Whoo! Whoo! "
2462,2463,2,A_Rickle_in_Time,1,12,Morty:,"Oh, that was a close call. Oh yeah, do it Rick, do it right. "
2463,2464,2,A_Rickle_in_Time,1,12,Rick:,"You know what I'm talking about, oh yeah. I'm gonna do the cabbage patch, Morty. Check me out I'm doing the cabbage patch dance. It's a classic dance, remember, like this. Oh shit look at that. "
2464,2465,2,A_Rickle_in_Time,1,12,Morty:,"Do the cabbage patch. Do—do—do the dance. "
2465,2466,2,A_Rickle_in_Time,1,12,Summer:,"Hey wait a second, how come you guys took longer to get here? "
2466,2467,2,A_Rickle_in_Time,1,12,Morty:,"I don't know. I think like one sixty-fourth of my collars didn't work. It's hard to keep straight now that I have sixty-three other memories of everything. "
2467,2468,2,A_Rickle_in_Time,1,12,Rick:,"Yeah. "
2468,2469,2,A_Rickle_in_Time,1,12,Morty:,"But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think. "
2469,2470,2,A_Rickle_in_Time,1,12,Rick:,"Shut up, Morty. The last time you felt something, we all almost died. You little s—piece of shit. "
2470,2471,2,A_Rickle_in_Time,1,12,Beth:,"Hey guys, we're home."
2471,2472,2,A_Rickle_in_Time,1,12,Scene Action:,"(Summer and Morty run up and hug Beth and Jerry, respectively.)"
2472,2473,2,A_Rickle_in_Time,1,12,Morty & Summer:,"Mom, Dad! "
2473,2474,2,A_Rickle_in_Time,1,12,Jerry:,"Um, hold the phone, where did you guys get those necklaces from? Uh, Lady Gaga, table for three, am I right? "
2474,2475,2,A_Rickle_in_Time,1,12,Beth:,"  "
2475,2476,2,A_Rickle_in_Time,1,12,Jerry:,"Are you guys Power Rangers? But only on one small part of your necks? Hey, do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they're just fruity necklaces is all I was saying. "
2476,2477,2,A_Rickle_in_Time,1,12,Beth:,"  I'm gonna pee my pants. "
2477,2478,2,A_Rickle_in_Time,1,12,Morty:,"Doesn't feel so good, does it? "
2478,2479,2,A_Rickle_in_Time,1,12,Rick:,"No it doesn't. It hurts. "
2479,2480,2,A_Rickle_in_Time,1,12,Beth:,"I'm gonna pee-hee-hee. "
2480,2481,2,A_Rickle_in_Time,1,12,Jerry:,"Somebody call the planet of Tron, we have three Tron people over here. But seriously, are these Halloween costumes? Are you going as motorcycles? With green headlights instead of normal ones? Are you dogs? Robot dogs? Gosh, you guys are lame. Are those chokers from the 90's? What is this, a 90's nostalgia thing? Are you guys in that movie “The Craft” with Fairuza Balk? "
2481,2482,2,A_Rickle_in_Time,1,12,Scene Action:,"[End credits] "
2482,2483,2,A_Rickle_in_Time,1,12,Scene Action:,"[Trans. Testicle Monster travelling through time, stops at ice age with a wooly mammoth in the background.] "
2483,2484,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Hey man, when the hell were you? "
2484,2485,2,A_Rickle_in_Time,1,12,Testicle Monster B:,"Looking for you, asshole. "
2485,2486,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"I told you past the dinosaurs. "
2486,2487,2,A_Rickle_in_Time,1,12,Testicle Monster B:,"You know how much time is past the dinosaurs? Half of all time! "
2487,2488,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Come on, man, it's this way... "
2488,2489,2,A_Rickle_in_Time,1,12,Testicle Monster B:,"Come on, give me that thing, speed it up, he can't be this far back. "
2489,2490,2,A_Rickle_in_Time,1,12,Scene Action:,"[Monster A spots a man that looks Rick writing on a chalkboard] "
2490,2491,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"There he is, there he is, there he is, there he is, stop, stop. "
2491,2492,2,A_Rickle_in_Time,1,12,Scene Action:,"[Man who looks like Rick turns around, it turns out to be Albert Einstein] "
2492,2493,2,A_Rickle_in_Time,1,12,Testicle Monster B:,"So that's the guy, huh? "
2493,2494,2,A_Rickle_in_Time,1,12,Testicle Monster A:,"Yeah, that's him. Hey, man, remember me?   "
2494,2495,2,A_Rickle_in_Time,1,12,Albert Einstein:,"I vill mess vith time! "
2495,2496,2,A_Rickle_in_Time,1,12,Scene Action:,"[Einstein gets up and determinately writes E=MC2 in the chalkboard] "
2496,2497,2,A_Rickle_in_Time,1,12,Albert Einstein:,"I vill mess vith time... "
2497,2498,2,A_Rickle_in_Time,1,12,Scene Action:,"[END] "
2498,2499,2,Mortynight_Run,2,13,Scene Action:,"[Open Ext. Rick's Ship in Outer Space] "
2499,2500,2,Mortynight_Run,2,13,Scene Action:,"(Morty drives, Rick sits in the passenger seat, and Jerry is in the back.) "
2500,2501,2,Mortynight_Run,2,13,Rick:,"Learning to fly this thing, Morty, it's gonna be really liberating. Y-Y-You’re gonna be free to go on all kinds of errands for me. "
2501,2502,2,Mortynight_Run,2,13,Morty:,"Cool. "
2502,2503,2,Mortynight_Run,2,13,Rick:,"  Alright Morty, lesson’s over. We got some business to attend to a few lightminutes south of here. "
2503,2504,2,Mortynight_Run,2,13,Jerry:,"Oh, you still use ‘south’ in space? "
2504,2505,2,Mortynight_Run,2,13,Rick:,"  WHOA! Jesus, Jerry, what the hell are you doing here?! "
2505,2506,2,Mortynight_Run,2,13,Jerry:,"What are you talking about? We agreed a boy’s father should be present when he’s learning to drive. "
2506,2507,2,Mortynight_Run,2,13,Rick:,"I guess I remember that.   Wow. And you’ve just been back there this whole time? Amazing. Well we don’t have time to take him to Earth, Morty. Head for 3124-917. "
2507,2508,2,Mortynight_Run,2,13,Jerry:,"  Cool! Looks like I’m comin’ along for an adventure! "
2508,2509,2,Mortynight_Run,2,13,Rick:,"Yep. "
2509,2510,2,Mortynight_Run,2,13,Scene Action:,"[Trans. Empty space] "
2510,2511,2,Mortynight_Run,2,13,Morty:,"This is where we’re going? "
2511,2512,2,Mortynight_Run,2,13,Rick:,"Nope.   This is. You can park in a handicapped spot, Morty. Anything with less than eight limbs is considered disabled here. "
2512,2513,2,Mortynight_Run,2,13,Scene Action:,"(Morty parks clumsily.) "
2513,2514,2,Mortynight_Run,2,13,Scene Action:,"[Trans. Int. Jerryboree] "
2514,2515,2,Mortynight_Run,2,13,Scene Action:,"(Human Music plays in the lobby as Rick signs Jerry in.) "
2515,2516,2,Mortynight_Run,2,13,Jerry-Sitter:,"Well look at this fella.   Aren’t you handsome? "
2516,2517,2,Mortynight_Run,2,13,Jerry:,"Thank you! I’m Jerry.   "
2517,2518,2,Mortynight_Run,2,13,Jerry-Sitter:,"  Oh, I know you are. Did you come here in a spaceship? "
2518,2519,2,Mortynight_Run,2,13,Scene Action:,"(She guides Jerry through a set of doors.) "
2519,2520,2,Mortynight_Run,2,13,Jerry:,"I’m travelling with my son and father-in-law. Uh, wait, are they coming? "
2520,2521,2,Mortynight_Run,2,13,Jerry-Sitter:,"Oh, they’ll be back soon. "
2521,2522,2,Mortynight_Run,2,13,Jerry:,"What? "
2522,2523,2,Mortynight_Run,2,13,Scene Action:,"(A set of sliding doors open, revealing a room full of Jerrys from different dimensions.) "
2523,2524,2,Mortynight_Run,2,13,Pajama Jerry:,"I don’t know how this works! "
2524,2525,2,Mortynight_Run,2,13,Underpants Jerry:,"Help me! "
2525,2526,2,Mortynight_Run,2,13,Jerry:,"What the hell? "
2526,2527,2,Mortynight_Run,2,13,Pajama Jerry:,"I know, right? "
2527,2528,2,Mortynight_Run,2,13,Tuxedo Jerry:,"  Oh, what the hell? "
2528,2529,2,Mortynight_Run,2,13,Jerry:,"I know, right? "
2529,2530,2,Mortynight_Run,2,13,Scene Action:,"[Trans. Jerryboree Lobby] "
2530,2531,2,Mortynight_Run,2,13,Morty:,"  Jerryboree? You created a daycare for my dad? "
2531,2532,2,Mortynight_Run,2,13,Rick:,"You kidding? I wish I had this idea. Well… I did have this idea, but I wish I was the version of me that owned it. That guy’s rich. "
2532,2533,2,Mortynight_Run,2,13,Receptionist:,"Don’t forget to check the reason for your drop-off. "
2533,2534,2,Mortynight_Run,2,13,Rick:,"  Trust me Morty, I’ve heard stories from other Ricks. Jerrys don’t tend to last five minutes off of Earth. This is a totally unregistered cross-temporal asteroid. Here they can romp and play with other Jerrys. It couldn’t be safer. "
2534,2535,2,Mortynight_Run,2,13,Scene Action:,"(As they walk out, Rick hands Morty a ticket.) "
2535,2536,2,Mortynight_Run,2,13,Rick:,"Hey Morty, hang onto this. That number’s your dad. If you lose it, we’re not gonna be able to get him back. "
2536,2537,2,Mortynight_Run,2,13,Scene Action:,"[Intro sequence] "
2537,2538,2,Mortynight_Run,2,13,Scene Action:,"[Trans. Parking garage] "
2538,2539,2,Mortynight_Run,2,13,Scene Action:,"(Morty parks the ship clumsily, damaging nearby vehicles.) "
2539,2540,2,Mortynight_Run,2,13,Rick:,"Okay, wait here. "
2540,2541,2,Mortynight_Run,2,13,Morty:,"I wanna come with. "
2541,2542,2,Mortynight_Run,2,13,Rick:,"Don’t come with. It’s boring, it’s buurp business stuff. "
2542,2543,2,Mortynight_Run,2,13,Morty:,"What kinda business do you do in a garage? You know, this seems a little shady. "
2543,2544,2,Mortynight_Run,2,13,Rick:,"Right, like nothing shady ever happened in a fully furnished office? You ever hear about Wall Street Morty? Y-You know what those guys do in th—in their fancy board rooms? They take their balls, and they dip ‘em in cocaine, and they wipe ‘em all over each other. You know, Grandpa goes around, and he does his business in public because Grandpa isn’t shady. "
2544,2545,2,Mortynight_Run,2,13,Scene Action:,"(Krombopulos Michael knocks on Rick’s window.) "
2545,2546,2,Mortynight_Run,2,13,Rick:,"Ah, crap.   Hey, what’s up? "
2546,2547,2,Mortynight_Run,2,13,Krombopulos Michael:,"Hey, Rick! Haha! Here you go, three thousand Flurbos! D’you have the weapon? "
2547,2548,2,Mortynight_Run,2,13,Rick:,"Can… Can we please…? This is my grandson, Morty. "
2548,2549,2,Mortynight_Run,2,13,Krombopulos Michael:,"Well hi Morty! I’m Krombopulos Michael! I’m an assassin. I buy guns from your grandpa. "
2549,2550,2,Mortynight_Run,2,13,Rick:,"Ugh.   Here, now go away. "
